_id,cdliNumber,bmIdNumber,accession,genre,fincke,publicationPlace,joins,subcollection,description,length,width,thickness,collection,script,date,folio,register,transliteration,notes
"K.19576","P404382","287158","","","","","","","Bilingual, beginning im.dugu[d.gim] = ki-ma as-[suk-ki]. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13370","","",""
"K.19577","P404383","287157","","","","","","","Šuilla to Ištar, dup. STC II pl. lxxv 8-14. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13371","","",""
"K.19578","P404384","287156","","","","","","","Omens. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13372","","",""
"K.19579","P404385","287155","","","","","","","Gattung I, dup. E. Ebeling, ArOr 21 377 12-18. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13373","","",""
"K.19580","P404386","287154","","","","","","","Neo-Assyrian royal inscription.","","","","Kuyunjik","","","WGL 13374","","",""
"K.19581","P404387","287153","","","","","","","Ashurbanipal colophon. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13375","","",""
"K.19582","P404388","287152","","","","","","","Bilingual religious. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13376","","",""
"K.19583","P404389","287151","","","","","","","Uncertain (išpatu). Neo-Assyrian.","","","","Kuyunjik","","","WGL 13377","","",""
"K.19584","P239879","287150","","?","fragment (light core with light almost yellowish slip) (..1+1+2.. lines)","","","","Late Babylonian.","","","","Kuyunjik","NB","","WGL 13378","","",""
"K.19585","P404390","287149","","","","","","","Religious? Neo-Assyrian.","","","","Kuyunjik","","","WGL 13379","","",""
"K.19586","P404391","287148","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13380","","",""
"K.19587","P384964","287147","","","","","K.46231879,0708.24","","+K 4623+ (OECT VI pl. XIX), Maul p. 296, pl. 46*, bilingual Eršaḫunga. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13381","","",""
"K.19588","P336768","287146","","","","SAA 15, 137","","","Neo-Assyrian letter to the king.","","","","Kuyunjik","","","WGL 13382","","",""
"K.19589","P239880","287145","","rel ?","right edge fragment of reverse (?) (light slip with reddish parts) (..2+2+2+.. lines)","","","","Late Babylonian. Literary/religious?","","","","Kuyunjik","NB","","WGL 13383","","",""
"K.19590","P404392","287144","","","","","","","Sumerian incantation, dup. K 5036+, 5127, 9336+, 10111, 10809, 13419, Rm II 337, BM 121045+. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13384","","",""
"K.19591","P404393","287143","","","","","","","Neo-Assyrian letter?","","","","Kuyunjik","","","WGL 13385","","",""
"K.19592","P404394","287142","","","","","","","Sumerian, religious. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13386","","",""
"K.19593","P404395","287141","","","","","","","Bilingual religious? Neo-Assyrian.","","","","Kuyunjik","","","WGL 13387","","",""
"K.19594","P404396","287140","","","","","","","Incantation. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13388","","",""
"K.19595","P404397","287139","","","","","","","Omens. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13389","","",""
"K.19596","P404398","287138","","","","","","","Fable of the Ox? Neo-Assyrian.","","","","Kuyunjik","","","WGL 13390","","",""
"K.19597","P239881","287137","","colophon","fragment of reverse (red clay) 3 lines of colophon","","","","Late Babylonian. Colophon.","","","","Kuyunjik","NB","","WGL 13391","","",""
"K.19598","P404399","287136","","","","","","","Bilingual incantation, Marduk-Ea type. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13392","","",""
"K.19599","P404400","287135","","","","","","","Neo-Assyrian legal, conveyance.","","","","Kuyunjik","","","WGL 13393","","",""
"K.19600","P404401","287134","","","","","","","Dup. CT 16 1 23-27, Udugḫul III. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13394","","",""
"K.19601","P404402","287133","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13395","","",""
"K.19602","P404403","287132","","","","","","","Omens. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13396","","",""
"K.19603","P404404","287131","","","","","","","Literary/religious. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13397","","",""
"K.19604","P404405","287130","","","","","","","(+)K 3478 (AnSt 6 148), The Poor Man of Nippur 19-25. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13398","","",""
"K.19605","P404406","287129","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13399","","",""
"K.19606","P404407","287128","","","","","","","Bilingual Eršaḫunga, cf. Maul p. 94. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13400","","",""
"K.19607","P404408","287127","","","","","Rm.3061879,0708.136","","+Rm 306+ (IV R (2nd. ed.), Add. p. 10 15-20), royal ritual. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13401","","",""
"K.19608","P404409","287126","","","","","","","Lugale 1-2, ed. van Dijk pl. lxxvii*). Neo-Assyrian.","","","","Kuyunjik","","","WGL 13402","","",""
"K.19609","P404410","287125","","","","","1879,0708.93","","+79-7-8, 93 (AMT 51 8), cf. K 307 (BAM VI 563), medical. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13403","","",""
"K.19610","P404411","287124","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13404","","",""
"K.19611","P239882","287123","","omens;","middle part fragment (light clay) (7 lines)","","","","Late Babylonian. Omens.","","","","Kuyunjik","NB","","WGL 13405","","",""
"K.19612","P404412","287122","","","","","","","Magic. Namburbi? Neo-Assyrian.","","","","Kuyunjik","","","WGL 13406","","",""
"K.19613","P404413","287121","","","","","","","Sumerian. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13407","","",""
"K.19614","P400513","287120","","","","","K.13867","","+K 13867, Enuma eliš VI 117-123. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13408","","",""
"K.19615","P404414","287119","","","","","","","Ashurbanipal colophon. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13409","","",""
"K.19616","P404415","287118","","","","","","","Love lyrics, dup. Unity and Diversity p. 122 7-17. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13410","","",""
"K.19617","P404416","287117","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13411","","",""
"K.19618","P404417","287116","","","","","","","Love lyrics, dup. Unity and Diversity p. 114 K 7924 rev. iv. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13412","","",""
"K.19619","P404418","287115","","","","","","","Bilingual. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13413","","",""
"K.19620","P404419","287114","","","","","","","Literary/religious. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13414","","",""
"K.19621","P336635","287113","","","","SAA 05, 013","","","Neo-Assyrian letter.","","","","Kuyunjik","","","WGL 13415","","",""
"K.19622","P404420","287112","","","","","","","Neo-Assyrian letter?","","","","Kuyunjik","","","WGL 13416","","",""
"K.19623","P404421","287111","","","","","","","Dup. AOAT I p. 6, paragraph XIII, bilingual incantation. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13417","","",""
"K.19624","P239883","287110","","bil; ?","middle part fragment of reverse (light clay) (7 lines)","","","","Late Babylonian. Bilingual?","","","","Kuyunjik","NB","","WGL 13418","","",""
"K.19625","P404422","287109","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13419","","",""
"K.19626","P404423","287108","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13420","","",""
"K.19627","P239884","287107","","letter (to the king) ?","fragment of reverse with upper edge (brown clay) of a letter to the king ?","","","","Late Babylonian. Letter.","","","","Kuyunjik","NB","","WGL 10295 ₤ WGL 13421","","",""
"K.19628","P404424","287106","","","","","","","Medical. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13422","","",""
"K.19629","P404425","287105","","","","","","","Hymn/prayer? Neo-Assyrian.","","","","Kuyunjik","","","WGL 13423","","",""
"K.19630","P404426","287104","","","","","","","Letter? Neo-Assyrian.","","","","Kuyunjik","","","WGL 13424","","",""
"K.19631","P404427","287103","","","","","","","Literary/religious? Neo-Assyrian.","","","","Kuyunjik","","","WGL 13425","","",""
"K.19632","P404428","287102","","","","","","","Sumerian religious? Neo-Assyrian.","","","","Kuyunjik","","","WGL 13426","","",""
"K.19633","P404429","287101","","","","","","","Sumerian, Eršaḫunga (Maul p. 348, pl. 55*). Neo-Assyrian.","","","","Kuyunjik","","","WGL 13427","","",""
"K.19634","P404430","287100","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13428","","",""
"K.19635","P404431","287099","","","","","","","Sumerian litany. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13429","","",""
"K.19636","P239885","287098","","literary","fragment of reverse with right edge (red clay with lighter slip) (6 lines)","","","","Late Babylonian. Literary?","","","","Kuyunjik","NB","","WGL 13430","","",""
"K.19637","P404432","287097","","","","","","","Magic, perhaps Namburbi? Neo-Assyrian.","","","","Kuyunjik","","","WGL 13431","","",""
"K.19638","P404433","287096","","","","","","","Sumerian litany, Ukkinta ešbar tilla, (+)K 3238+, dup. CLAM pp. 483-484, 60-65. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13432","","",""
"K.19639","P404434","287095","","","","","","","Love lyrics, dup. Unity and Diversity pp. 108-110 8-22. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13433","","",""
"K.19640","P404435","287094","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13434","","",""
"K.19641","P404436","287093","","","","","","","Extispicy or medical. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13435","","",""
"K.19642","P404437","287092","","","","","","","Magical. Perhaps Ušburruda. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13436","","",""
"K.19643","P404438","287091","","","","","","","Bilingual religious. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13437","","",""
"K.19644","P404439","287090","","","","","","","Religious. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13438","","",""
"K.19645","P404440","287089","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13439","","",""
"K.19646","P404441","287088","","","","","","","Dup. CT 16 5 190-195, Udugḫul III. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13440","","",""
"K.19647","P404442","287087","","","","","","","Ritual? Neo-Assyrian.","","","","Kuyunjik","","","WGL 13441","","",""
"K.19648","P404443","287086","","","","","","","List? Neo-Assyrian.","","","","Kuyunjik","","","WGL 13442","","",""
"K.19649","P404444","287085","","","","","","","Library text. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13443","","",""
"K.19650","P404445","287084","","","","","","","Literary/religious. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13444","","",""
"K.19651","P404446","287083","","","","","","","Royal inscription of Ashurbanipal, Egyptian campaign; from tablet. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13445","","",""
"K.19652","P404447","287082","","","","","","","Library text. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13446","","",""
"K.19653","P404448","287081","","","","","","","Religious. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13447","","",""
"K.19654","P404449","287080","","","","","","","Omens. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13448","","",""
"K.19655","P404450","287079","","","","","","","Clay sealing with Neo-Assyrian royal (stamp) seal type.","","","","Kuyunjik","","","WGL 13449","","",""
"K.19656","P404451","287078","","","","","","","Hymn. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13450","","",""
"K.19657","P404452","287077","","","","","","","Hymn, to Ningirsu(?). Neo-Assyrian.","","","","Kuyunjik","","","WGL 13451","Jiménez€27.06.2018€Transliteration","1'. [...]-MEŠ k[a ...]2'. [...] la pa-d[u-u₂ ...]3'. [...] x KU₃ reš-tu-u₂# [...]4'. [... {d}n]in-gir₂-su EN x [...]5'. [... i]š na-me-e kar?-pa?-x [...]6'. [...] x ša ana KA-šu₂ uh-tap-pa-[a qer-be-e-tu₄ ...]#note: “6′ erinnert an AGH 98, 18f // KUB 4, 26A 10′” [Note by W. R. Mayer]7'. [...] x mi? [...]",""
"K.19658","P404453","287076","","","","","","","Prayer or ritual. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13452","","",""
"K.19659","P404454","287075","","","","","","","Colophon? Neo-Assyrian.","","","","Kuyunjik","","","WGL 13453","","",""
"K.19660","P404455","287074","","","","","","","Amulet stones. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13454","","",""
"K.19661","P404456","287073","","","","","","","Fragment of clay sealing with Neo-Assyrian royal (stamp) seal type.","","","","Kuyunjik","","","WGL 13455","","",""
"K.19662","P239886","287072","","?","flake (red slip); lines have originally been ruled (6 lines)","","","","Late Babylonian.","","","","Kuyunjik","NB","","WGL 13456","","",""
"K.19663","P404457","","","","","","","","","","","","Kuyunjik","","","WGL 13457","","",""
"K.19664","P404458","287070","","","","","","","Literary/religious. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13458","","",""
"K.19665","P404459","287069","","","","","","","Fragment of clay sealing with stamp seal impression showing god in crescent boat. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13459","","",""
"K.19666","P239887","287068","","omens; ?","fragment (brown clay) (7 lines)","","","","Late Babylonian. Omens?","","","","Kuyunjik","NB","","WGL 13460","","",""
"K.19667","P404460","287067","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13461","","",""
"K.19668","P404461","287066","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13462","","",""
"K.19669","P404462","287065","","","","","","","šerru. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13463","","",""
"K.19670","P404463","287064","","","","","","","Prism fragment, Ashurbanipal royal inscription, dup. VAB VII 42 126-130. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13464","","",""
"K.19671","P404464","287063","","","","","","","Ištar hymn. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13465","","",""
"K.19672","P404465","287062","","","","","","","Omens. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13466","","",""
"K.19674","P404466","287060","","","","","","","Piece of envelope. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13468","","",""
"K.19675","P404467","287059","","","","","","","Incantations, related to AfO 23 42f. 20ff. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13469","","",""
"K.19676","P404468","287058","","","","","","","Neo-Assyrian letter?","","","","Kuyunjik","","","WGL 13470","","",""
"K.19677","P336676","287057","","","","SAA 08, 509","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13471","","",""
"K.19678","P404469","287056","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13472","","",""
"K.19679","P404470","287055","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13473","","",""
"K.19680","P404471","287054","","","","","","","Library text. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13474","","",""
"K.19681","P404472","287053","K.19681","","","","?","","+DT 162. Ashurbanipal prism fragment, dup. VAB VII p. 90 116-120. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13475","","",""
"K.19682","P404473","287052","","","","","","","Literary/religious. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13476","","",""
"K.19683","P336736","287051","","","","SAA 13, 170","","","Neo-Assyrian letter?","","","","Kuyunjik","","","WGL 13477","","",""
"K.19684","P404474","287050","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13478","","",""
"K.19685","P404475","287049","","","","","","","Omens, rev. dup. DA p. 16 14-16. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13479","","",""
"K.19686","P404476","287048","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13480","","",""
"K.19687","P404477","287047","","","","","","","End of library text with colophon? Neo-Assyrian.","","","","Kuyunjik","","","WGL 13481","","",""
"K.19688","P404478","287046","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13482","","",""
"K.19689","P404479","287045","","","","","","","ḫanšu. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13483","","",""
"K.19690","P404480","287044","","","","","","","Clay sealing with incomplete Neo-Assyrian royal (stamp) seal type.","","","","Kuyunjik","","","WGL 13484","","",""
"K.19691","P404481","287043","","","","","","","Uncertain. Neo-Assyrian.","","","","Kuyunjik","","","WGL 13485","","",""
"K.19692","P404482","287042","","","","","","","Litany? Neo-Assyrian.","","","","Kuyunjik","","","WGL 13486","","",""
"K.19693","P239888","287041","","Late Babylonian - legal or adm(not from Kouyunjik but from Babylonia ?)","lower left edge (red brown clay)","","","","Late Babylonian legal or administrative, cf. K 18772.","","","","Kuyunjik","NB","","WGL 13487","","",""
